Disease,Drug_Family,Drug_Name,Drug_URL,Disease_URL
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,Pneumovax 23,https://www.drugs.com/mtm/pneumovax-23.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,Prescribing Information,https://www.drugs.com/pro/albuterol.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,Azithromycin Dose Pack,https://www.drugs.com/mtm/azithromycin-3-day-dose-pack.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,Ventolin,https://www.drugs.com/cons/ventolin-albuterol-oral.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,Proventil HFA,https://www.drugs.com/cons/proventil-hfa.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,levalbuterol,https://www.drugs.com/mtm/levalbuterol-inhalation.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,ProAir RespiClick,https://www.drugs.com/mtm/proair-respiclick.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,Vospire ER,https://www.drugs.com/cons/vospire-er.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,Xopenex HFA,https://www.drugs.com/mtm/xopenex-hfa.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,isoproterenol,https://www.drugs.com/mtm/isoproterenol-injection.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,Xopenex Concentrate,https://www.drugs.com/mtm/xopenex-concentrate.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Acute (COPD, Acute)",General/Unspecified,fluticasone / salmeterol,https://www.drugs.com/mtm/fluticasone-and-salmeterol.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-acute.html
"Chronic Obstructive Pulmonary Disease, Maintenance (COPD, Maintenance)",General/Unspecified,ProAir HFA,https://www.drugs.com/mtm/proair-hfa.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-maintenance.html
"Chronic Obstructive Pulmonary Disease, Maintenance (COPD, Maintenance)",General/Unspecified,salmeterol,https://www.drugs.com/mtm/salmeterol-inhalation.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-maintenance.html
"Chronic Obstructive Pulmonary Disease, Maintenance (COPD, Maintenance)",General/Unspecified,formoterol,https://www.drugs.com/mtm/formoterol-inhalation.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-maintenance.html
"Chronic Obstructive Pulmonary Disease, Maintenance (COPD, Maintenance)",General/Unspecified,ipratropium,https://www.drugs.com/mtm/ipratropium-inhalation.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-maintenance.html
"Chronic Obstructive Pulmonary Disease, Maintenance (COPD, Maintenance)",General/Unspecified,tiotropium,https://www.drugs.com/mtm/tiotropium-inhalation.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-maintenance.html
"Chronic Obstructive Pulmonary Disease, Maintenance (COPD, Maintenance)",General/Unspecified,Spiriva Respimat,https://www.drugs.com/mtm/spiriva-respimat.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-maintenance.html
"Chronic Obstructive Pulmonary Disease, Maintenance (COPD, Maintenance)",General/Unspecified,aclidinium,https://www.drugs.com/mtm/aclidinium.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-maintenance.html
"Chronic Obstructive Pulmonary Disease, Maintenance (COPD, Maintenance)",General/Unspecified,albuterol/ipratropium,https://www.drugs.com/mtm/albuterol-and-ipratropium-inhalation.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-maintenance.html
"Chronic Obstructive Pulmonary Disease, Maintenance (COPD, Maintenance)",General/Unspecified,Combivent Respimat,https://www.drugs.com/mtm/combivent-respimat-inhalation.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-maintenance.html
"Chronic Obstructive Pulmonary Disease, Maintenance (COPD, Maintenance)",General/Unspecified,fluticasone,https://www.drugs.com/mtm/fluticasone-inhalation.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-maintenance.html
"Chronic Obstructive Pulmonary Disease, Maintenance (COPD, Maintenance)",General/Unspecified,Flovent,https://www.drugs.com/mtm/flovent-hfa.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-maintenance.html
"Chronic Obstructive Pulmonary Disease, Maintenance (COPD, Maintenance)",General/Unspecified,budesonide,https://www.drugs.com/mtm/budesonide-inhalation.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-maintenance.html
"Chronic Obstructive Pulmonary Disease, Maintenance (COPD, Maintenance)",General/Unspecified,Pulmicort Flexhaler,https://www.drugs.com/mtm/pulmicort-flexhaler.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-maintenance.html
"Chronic Obstructive Pulmonary Disease, Maintenance (COPD, Maintenance)",General/Unspecified,fluticasone/salmeterol,https://www.drugs.com/mtm/fluticasone-and-salmeterol.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-maintenance.html
"Chronic Obstructive Pulmonary Disease, Maintenance (COPD, Maintenance)",General/Unspecified,Advair HFA,https://www.drugs.com/mtm/advair-hfa.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-maintenance.html
"Chronic Obstructive Pulmonary Disease, Maintenance (COPD, Maintenance)",General/Unspecified,budesonide/formoterol,https://www.drugs.com/mtm/budesonide-and-formoterol-inhalation.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-maintenance.html
"Chronic Obstructive Pulmonary Disease, Maintenance (COPD, Maintenance)",General/Unspecified,tiotropium/olodaterol,https://www.drugs.com/mtm/olodaterol-and-tiotropium.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-maintenance.html
"Chronic Obstructive Pulmonary Disease, Maintenance (COPD, Maintenance)",General/Unspecified,fluticasone/vilanterol/umeclidinium,https://www.drugs.com/mtm/fluticasone-umeclidinium-and-vilanterol.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-maintenance.html
"Chronic Obstructive Pulmonary Disease, Maintenance (COPD, Maintenance)",General/Unspecified,flu,https://www.drugs.com/mtm/influenza-virus-vaccine-injection.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-maintenance.html
"Chronic Obstructive Pulmonary Disease, Maintenance (COPD, Maintenance)",General/Unspecified,Pneumovax 23,https://www.drugs.com/mtm/pneumovax-23.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-maintenance.html
"Chronic Obstructive Pulmonary Disease, Maintenance (COPD, Maintenance)",General/Unspecified,Prescribing Information,https://www.drugs.com/pro/spiriva.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-maintenance.html
"Chronic Obstructive Pulmonary Disease, Maintenance (COPD, Maintenance)",General/Unspecified,albuterol / ipratropium,https://www.drugs.com/mtm/albuterol-and-ipratropium-inhalation.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-maintenance.html
"Chronic Obstructive Pulmonary Disease, Maintenance (COPD, Maintenance)",General/Unspecified,fluticasone / salmeterol,https://www.drugs.com/mtm/fluticasone-and-salmeterol.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-maintenance.html
"Chronic Obstructive Pulmonary Disease, Maintenance (COPD, Maintenance)",General/Unspecified,Ventolin,https://www.drugs.com/cons/ventolin-albuterol-oral.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-maintenance.html
"Chronic Obstructive Pulmonary Disease, Maintenance (COPD, Maintenance)",General/Unspecified,Atrovent,https://www.drugs.com/cons/atrovent-ipratropium-inhalation.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-maintenance.html
"Chronic Obstructive Pulmonary Disease, Maintenance (COPD, Maintenance)",General/Unspecified,Proventil HFA,https://www.drugs.com/cons/proventil-hfa.html,https://www.drugs.com/condition/chronic-obstructive-pulmonary-disease-maintenance.html
Chronic Orthostatic Intolerance (Postural Orthostatic Tachycardia Syndrome),General/Unspecified,midodrine,https://www.drugs.com/mtm/midodrine.html,https://www.drugs.com/condition/postural-orthostatic-tachycardia-syndrome.html
Chronic Orthostatic Intolerance (Postural Orthostatic Tachycardia Syndrome),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/midodrine.html,https://www.drugs.com/condition/postural-orthostatic-tachycardia-syndrome.html
Chronic Orthostatic Intolerance (Postural Orthostatic Tachycardia Syndrome),General/Unspecified,fludrocortisone,https://www.drugs.com/mtm/fludrocortisone.html,https://www.drugs.com/condition/postural-orthostatic-tachycardia-syndrome.html
Chronic Orthostatic Intolerance (Postural Orthostatic Tachycardia Syndrome),General/Unspecified,Florinef,https://www.drugs.com/pro/florinef.html,https://www.drugs.com/condition/postural-orthostatic-tachycardia-syndrome.html
Chronic Orthostatic Intolerance (Postural Orthostatic Tachycardia Syndrome),General/Unspecified,sodium chloride,https://www.drugs.com/mtm/sodium-chloride-flush.html,https://www.drugs.com/condition/postural-orthostatic-tachycardia-syndrome.html
Chronic Orthostatic Intolerance (Postural Orthostatic Tachycardia Syndrome),General/Unspecified,Orvaten,https://www.drugs.com/cons/orvaten.html,https://www.drugs.com/condition/postural-orthostatic-tachycardia-syndrome.html
Chronic Orthostatic Intolerance (Postural Orthostatic Tachycardia Syndrome),General/Unspecified,Florinef Acetate,https://www.drugs.com/mtm/florinef-acetate.html,https://www.drugs.com/condition/postural-orthostatic-tachycardia-syndrome.html
Chronic Orthostatic Intolerance (Postural Orthostatic Tachycardia Syndrome),General/Unspecified,labetalol,https://www.drugs.com/mtm/labetalol.html,https://www.drugs.com/condition/postural-orthostatic-tachycardia-syndrome.html
Chronic Orthostatic Intolerance (Postural Orthostatic Tachycardia Syndrome),General/Unspecified,octreotide,https://www.drugs.com/mtm/octreotide-oral-injection.html,https://www.drugs.com/condition/postural-orthostatic-tachycardia-syndrome.html
Chronic Pain,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/oxycodone.html,https://www.drugs.com/condition/chronic-pain.html
Chronic Pain,General/Unspecified,hydromorphone,https://www.drugs.com/mtm/hydromorphone.html,https://www.drugs.com/condition/chronic-pain.html
Chronic Pain,General/Unspecified,Oxyfast,https://www.drugs.com/mtm/oxyfast.html,https://www.drugs.com/condition/chronic-pain.html
Chronic Pancreatitis,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/creon.html,https://www.drugs.com/condition/chronic-pancreatitis.html
Chronic Pancreatitis,General/Unspecified,pancrelipase,https://www.drugs.com/mtm/pancrelipase.html,https://www.drugs.com/condition/chronic-pancreatitis.html
Chronic Pancreatitis,General/Unspecified,pancreatin,https://www.drugs.com/mtm/pancreatin.html,https://www.drugs.com/condition/chronic-pancreatitis.html
Chronic Pancreatitis,General/Unspecified,Hi-Vegi-Lip,https://www.drugs.com/mtm/hi-vegi-lip.html,https://www.drugs.com/condition/chronic-pancreatitis.html
Chronic Pancreatitis,General/Unspecified,Pancreatin 4X,https://www.drugs.com/mtm/pancreatin-4x.html,https://www.drugs.com/condition/chronic-pancreatitis.html
Chronic Pelvic Pain Syndrome (Prostatitis),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/cipro-iv.html,https://www.drugs.com/condition/prostatitis.html
Chronic Pelvic Pain Syndrome (Prostatitis),General/Unspecified,sulfamethoxazole / trimethoprim,https://www.drugs.com/mtm/sulfamethoxazole-and-trimethoprim.html,https://www.drugs.com/condition/prostatitis.html
Chronic Pelvic Pain Syndrome (Prostatitis),General/Unspecified,Vibramycin,https://www.drugs.com/cons/vibramycin-calcium.html,https://www.drugs.com/condition/prostatitis.html
Chronic Pelvic Pain Syndrome (Prostatitis),General/Unspecified,Doryx,https://www.drugs.com/cons/doryx.html,https://www.drugs.com/condition/prostatitis.html
Chronic Pelvic Pain Syndrome (Prostatitis),General/Unspecified,moxifloxacin,https://www.drugs.com/mtm/moxifloxacin-oral-injection.html,https://www.drugs.com/condition/prostatitis.html
Chronic Pelvic Pain Syndrome (Prostatitis),General/Unspecified,ceftriaxone,https://www.drugs.com/mtm/ceftriaxone-injection.html,https://www.drugs.com/condition/prostatitis.html
Chronic Pelvic Pain Syndrome (Prostatitis),General/Unspecified,Cipro XR,https://www.drugs.com/pro/cipro-xr.html,https://www.drugs.com/condition/prostatitis.html
Chronic Pelvic Pain Syndrome (Prostatitis),General/Unspecified,Monodox,https://www.drugs.com/cons/monodox.html,https://www.drugs.com/condition/prostatitis.html
Chronic Pelvic Pain Syndrome (Prostatitis),General/Unspecified,ofloxacin,https://www.drugs.com/mtm/ofloxacin.html,https://www.drugs.com/condition/prostatitis.html
Chronic Pelvic Pain Syndrome (Prostatitis),General/Unspecified,Cipro I.V.,https://www.drugs.com/mtm/cipro-i-v-injection.html,https://www.drugs.com/condition/prostatitis.html
Chronic Pelvic Pain Syndrome (Prostatitis),General/Unspecified,Doryx MPC,https://www.drugs.com/cons/doryx-mpc.html,https://www.drugs.com/condition/prostatitis.html
Chronic Pelvic Pain Syndrome (Prostatitis),General/Unspecified,Septra DS,https://www.drugs.com/cons/septra-ds.html,https://www.drugs.com/condition/prostatitis.html
Chronic Pelvic Pain Syndrome (Prostatitis),General/Unspecified,Sulfatrim Pediatric,https://www.drugs.com/cons/sulfatrim-pediatric.html,https://www.drugs.com/condition/prostatitis.html
Chronic Renal Failure (Renal Failure),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/furosemide.html,https://www.drugs.com/condition/renal-failure.html
Chronic Renal Failure (Renal Failure),General/Unspecified,Demadex,https://www.drugs.com/mtm/demadex.html,https://www.drugs.com/condition/renal-failure.html
Chronic Renal Failure (Renal Failure),General/Unspecified,torsemide,https://www.drugs.com/mtm/torsemide.html,https://www.drugs.com/condition/renal-failure.html
Chronic Renal Failure (Renal Failure),General/Unspecified,Edecrin,https://www.drugs.com/mtm/edecrin.html,https://www.drugs.com/condition/renal-failure.html
Chronic Renal Failure (Renal Failure),General/Unspecified,ethacrynic acid,https://www.drugs.com/mtm/ethacrynic-acid.html,https://www.drugs.com/condition/renal-failure.html
Chronic Renal Failure (Renal Failure),General/Unspecified,Sodium Edecrin,https://www.drugs.com/cons/edecrin-sodium.html,https://www.drugs.com/condition/renal-failure.html
Chronic Renal Failure (Renal Failure),General/Unspecified,Soaanz,https://www.drugs.com/mtm/soaanz.html,https://www.drugs.com/condition/renal-failure.html
Chronic Rhinosinusitis With Nasal Polyps,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/dupixent.html,https://www.drugs.com/condition/chronic-rhinosinusitis-with-nasal-polyps.html
Chronic Rhinosinusitis With Nasal Polyps,General/Unspecified,fluticasone,https://www.drugs.com/mtm/fluticasone-nasal.html,https://www.drugs.com/condition/chronic-rhinosinusitis-with-nasal-polyps.html
Chronic Rhinosinusitis Without Nasal Polyps,General/Unspecified,fluticasone,https://www.drugs.com/mtm/fluticasone-nasal.html,https://www.drugs.com/condition/chronic-rhinosinusitis.html
